88,08920011102078153980
88,08920011102078153998
88,08920011102078154004
88,08920011102078154038
88,08920011102078154046
88,08920011102078154053
88,08920011102078154061
88,08920011102078154079
88,08920011102078154087
88,08920011102078154095
88,08920011102078154103
88,08920011102078154111
88,08920011102078154129
88,08920011102078154137
88,08920011102078154145
88,08920011102078154152
88,08920011102078154160
88,08920011102078154178
88,08920011102078154186
88,08920011102078154194
88,08920011102078154202
88,08920011102078154210
88,08920011102078154228
88,08920011102078154236
88,08920011102078154251
88,08920011102078154277
88,08920011102078154285
88,08920011102078154293
88,08920011102078154301
88,08920011102078154319
88,08920011102078154327
88,08920011102078154335
88,08920011102078154343
88,08920011102078154350
88,08920011102078154368
88,08920011102078154376
88,08920011102078154384
88,08920011102078154392
88,08920011102078154418
88,08920011102078154434
88,08920011102078154442
88,08920011102078154459
88,08920011102078154475
88,08920011102078154483
88,08920011102078154491
88,08920011102078154509
88,08920011102078154525
88,08920011102078154533
88,08920011102078154541
88,08920011102078154558
88,08920011102078154566
88,08920011102078154582
88,08920011102078154590
88,08920011102078154608
88,08920011102078154616
88,08920011102078154624
88,08920011102078154632
88,08920011102078154640
88,08920011102078154665
88,08920011102078154673
88,08920011102078154681
88,08920011102078154699
88,08920011102078154707
88,08920011102078154715
88,08920011102078154723
88,08920011102078154731
88,08920011102078154749
88,08920011102078154756
88,08920011102078154764
88,08920011102078154772
88,08920011102078154780
88,08920011102078154798
88,08920011102078154814
88,08920011102078154822
88,08920011102078154830
88,08920011102078154848
88,08920011102078154855
88,08920011102078154863
88,08920011102078154871
88,08920011102078154889
88,08920011102078154897
88,08920011102078154905
88,08920011102078154913
88,08920011102078154921
88,08920011102078154939
88,08920011102078154947
88,08920011102078154954
88,08920011102078154962
88,08920011102078154970
88,08920011102078154988
88,08920011102078154996
88,08920011102078155001
88,08920011102078155019
88,08920011102078155027
88,08920011102078155035
88,08920011102078155043
88,08920011102078155050
88,08920011102078155068
88,08920011102078155076
