Emp Id,Channel Name,Mode of Sales,Line of Business,KPI Metric,KPI Metric Value,Transaction Date 
252,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-10-31 00:00:00.0
252,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-10-31 00:00:00.0
252,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-11-30 00:00:00.0
252,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-11-30 00:00:00.0
252,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-11-30 00:00:00.0
252,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-11-30 00:00:00.0
252,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-12-31 00:00:00.0
252,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-12-31 00:00:00.0
253,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-10-31 00:00:00.0
253,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-10-31 00:00:00.0
253,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-11-30 00:00:00.0
253,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-11-30 00:00:00.0
253,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-11-30 00:00:00.0
253,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-11-30 00:00:00.0
253,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-12-31 00:00:00.0
253,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-12-31 00:00:00.0
254,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-10-31 00:00:00.0
254,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-10-31 00:00:00.0
254,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-11-30 00:00:00.0
254,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-11-30 00:00:00.0
254,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-11-30 00:00:00.0
254,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-11-30 00:00:00.0
254,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-12-31 00:00:00.0
254,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-12-31 00:00:00.0
255,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-10-31 00:00:00.0
255,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-10-31 00:00:00.0
255,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-11-30 00:00:00.0
255,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-11-30 00:00:00.0
255,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-11-30 00:00:00.0
255,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-11-30 00:00:00.0
255,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-12-31 00:00:00.0
255,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-12-31 00:00:00.0
256,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-10-31 00:00:00.0
256,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-10-31 00:00:00.0
256,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-11-30 00:00:00.0
256,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-11-30 00:00:00.0
256,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-11-30 00:00:00.0
256,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-11-30 00:00:00.0
256,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-12-31 00:00:00.0
256,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-12-31 00:00:00.0
257,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-10-31 00:00:00.0
257,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-10-31 00:00:00.0
257,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-11-30 00:00:00.0
257,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-11-30 00:00:00.0
257,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-11-30 00:00:00.0
257,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-11-30 00:00:00.0
257,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-12-31 00:00:00.0
257,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-12-31 00:00:00.0
258,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-10-31 00:00:00.0
258,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-10-31 00:00:00.0
258,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-11-30 00:00:00.0
258,Distributors,INDIRECT,POS,ARPU_REVENUE,0,2009-11-30 00:00:00.0
258,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-11-30 00:00:00.0
258,Distributors,INDIRECT,POS,ARPU_LINES,0,2009-11-30 00:00:00.0
