Emp Id,Channel Name,Mode of Sales,Line of Business,KPI Metric,KPI Metric Value,Transaction Date 
252,Distributors,INDIRECT,POS,NOT_INITIALIZED,5464,30-Sep-09
252,Distributors,INDIRECT,POS,LINES,2732,30-Sep-09
252,Distributors,INDIRECT,POS,SCRATCH_CARD,2732,30-Sep-09
252,Distributors,INDIRECT,POS,SCRATCH_CARD,12554,31-Oct-09
252,Distributors,INDIRECT,POS,LINES,12554,31-Oct-09
252,Distributors,INDIRECT,POS,NOT_INITIALIZED,25108,31-Oct-09
252,Distributors,INDIRECT,POS,SCRATCH_CARD,7139,30-Nov-09
252,Distributors,INDIRECT,POS,NOT_INITIALIZED,14278,30-Nov-09
252,Distributors,INDIRECT,POS,LINES,7139,30-Nov-09
253,Distributors,INDIRECT,POS,NOT_INITIALIZED,4636,30-Sep-09
253,Distributors,INDIRECT,POS,SCRATCH_CARD,2318,30-Sep-09
253,Distributors,INDIRECT,POS,LINES,2318,30-Sep-09
253,Distributors,INDIRECT,POS,NOT_INITIALIZED,10710,31-Oct-09
253,Distributors,INDIRECT,POS,LINES,5355,31-Oct-09
253,Distributors,INDIRECT,POS,SCRATCH_CARD,5355,31-Oct-09
253,Distributors,INDIRECT,POS,SCRATCH_CARD,5391,30-Nov-09
253,Distributors,INDIRECT,POS,LINES,5391,30-Nov-09
253,Distributors,INDIRECT,POS,NOT_INITIALIZED,10782,30-Nov-09
254,Distributors,INDIRECT,POS,SCRATCH_CARD,2379,30-Sep-09
254,Distributors,INDIRECT,POS,LINES,2379,30-Sep-09
254,Distributors,INDIRECT,POS,NOT_INITIALIZED,4758,30-Sep-09
254,Distributors,INDIRECT,POS,LINES,4217,31-Oct-09
254,Distributors,INDIRECT,POS,SCRATCH_CARD,4217,31-Oct-09
254,Distributors,INDIRECT,POS,NOT_INITIALIZED,8434,31-Oct-09
254,Distributors,INDIRECT,POS,LINES,4956,30-Nov-09
254,Distributors,INDIRECT,POS,SCRATCH_CARD,4956,30-Nov-09
254,Distributors,INDIRECT,POS,NOT_INITIALIZED,9912,30-Nov-09
255,Distributors,INDIRECT,POS,SCRATCH_CARD,2811,30-Sep-09
255,Distributors,INDIRECT,POS,NOT_INITIALIZED,5622,30-Sep-09
255,Distributors,INDIRECT,POS,LINES,2811,30-Sep-09
255,Distributors,INDIRECT,POS,SCRATCH_CARD,5040,31-Oct-09
255,Distributors,INDIRECT,POS,NOT_INITIALIZED,10080,31-Oct-09
255,Distributors,INDIRECT,POS,LINES,5040,31-Oct-09
255,Distributors,INDIRECT,POS,NOT_INITIALIZED,12096,30-Nov-09
255,Distributors,INDIRECT,POS,LINES,6048,30-Nov-09
255,Distributors,INDIRECT,POS,SCRATCH_CARD,6048,30-Nov-09
256,Distributors,INDIRECT,POS,NOT_INITIALIZED,5740,30-Sep-09
256,Distributors,INDIRECT,POS,SCRATCH_CARD,2870,30-Sep-09
256,Distributors,INDIRECT,POS,LINES,2870,30-Sep-09
256,Distributors,INDIRECT,POS,NOT_INITIALIZED,20866,31-Oct-09
256,Distributors,INDIRECT,POS,SCRATCH_CARD,10433,31-Oct-09
256,Distributors,INDIRECT,POS,LINES,10433,31-Oct-09
256,Distributors,INDIRECT,POS,NOT_INITIALIZED,19062,30-Nov-09
256,Distributors,INDIRECT,POS,SCRATCH_CARD,9531,30-Nov-09
256,Distributors,INDIRECT,POS,LINES,9531,30-Nov-09
257,Distributors,INDIRECT,POS,SCRATCH_CARD,2646,30-Sep-09
257,Distributors,INDIRECT,POS,NOT_INITIALIZED,5292,30-Sep-09
257,Distributors,INDIRECT,POS,LINES,2646,30-Sep-09
257,Distributors,INDIRECT,POS,SCRATCH_CARD,8264,31-Oct-09
257,Distributors,INDIRECT,POS,NOT_INITIALIZED,16528,31-Oct-09
257,Distributors,INDIRECT,POS,LINES,8264,31-Oct-09
257,Distributors,INDIRECT,POS,LINES,11120,30-Nov-09
257,Distributors,INDIRECT,POS,SCRATCH_CARD,11120,30-Nov-09
257,Distributors,INDIRECT,POS,NOT_INITIALIZED,22240,30-Nov-09
258,Distributors,INDIRECT,POS,NOT_INITIALIZED,2756,30-Sep-09
258,Distributors,INDIRECT,POS,LINES,1378,30-Sep-09
258,Distributors,INDIRECT,POS,SCRATCH_CARD,1378,30-Sep-09
258,Distributors,INDIRECT,POS,SCRATCH_CARD,3638,31-Oct-09
258,Distributors,INDIRECT,POS,NOT_INITIALIZED,7276,31-Oct-09
258,Distributors,INDIRECT,POS,LINES,3638,31-Oct-09
258,Distributors,INDIRECT,POS,LINES,4938,30-Nov-09
258,Distributors,INDIRECT,POS,NOT_INITIALIZED,9876,30-Nov-09
258,Distributors,INDIRECT,POS,SCRATCH_CARD,4938,30-Nov-09
259,Distributors,INDIRECT,POS,SCRATCH_CARD,978,30-Sep-09
259,Distributors,INDIRECT,POS,NOT_INITIALIZED,1956,30-Sep-09
259,Distributors,INDIRECT,POS,LINES,978,30-Sep-09
259,Distributors,INDIRECT,POS,SCRATCH_CARD,2909,31-Oct-09
259,Distributors,INDIRECT,POS,NOT_INITIALIZED,5818,31-Oct-09
259,Distributors,INDIRECT,POS,LINES,2909,31-Oct-09
259,Distributors,INDIRECT,POS,SCRATCH_CARD,3839,30-Nov-09
259,Distributors,INDIRECT,POS,LINES,3839,30-Nov-09
259,Distributors,INDIRECT,POS,NOT_INITIALIZED,7678,30-Nov-09
260,Distributors,INDIRECT,POS,LINES,743,30-Sep-09
260,Distributors,INDIRECT,POS,SCRATCH_CARD,743,30-Sep-09
260,Distributors,INDIRECT,POS,NOT_INITIALIZED,1486,30-Sep-09
260,Distributors,INDIRECT,POS,SCRATCH_CARD,5017,31-Oct-09
260,Distributors,INDIRECT,POS,NOT_INITIALIZED,10034,31-Oct-09
260,Distributors,INDIRECT,POS,LINES,5017,31-Oct-09
260,Distributors,INDIRECT,POS,NOT_INITIALIZED,10374,30-Nov-09
260,Distributors,INDIRECT,POS,SCRATCH_CARD,5187,30-Nov-09
260,Distributors,INDIRECT,POS,LINES,5187,30-Nov-09
261,Distributors,INDIRECT,POS,NOT_INITIALIZED,2702,30-Sep-09
261,Distributors,INDIRECT,POS,LINES,1351,30-Sep-09
261,Distributors,INDIRECT,POS,SCRATCH_CARD,1351,30-Sep-09
261,Distributors,INDIRECT,POS,NOT_INITIALIZED,6760,31-Oct-09
261,Distributors,INDIRECT,POS,SCRATCH_CARD,3380,31-Oct-09
261,Distributors,INDIRECT,POS,LINES,3380,31-Oct-09
261,Distributors,INDIRECT,POS,LINES,4068,30-Nov-09
261,Distributors,INDIRECT,POS,NOT_INITIALIZED,8136,30-Nov-09
261,Distributors,INDIRECT,POS,SCRATCH_CARD,4068,30-Nov-09
L2361,Distributors,INDIRECT,POS,NOT_INITIALIZED,7112,30-Sep-09
L2361,Distributors,INDIRECT,POS,LINES,3556,30-Sep-09
L2361,Distributors,INDIRECT,POS,SCRATCH_CARD,3556,30-Sep-09
L2361,Distributors,INDIRECT,POS,NOT_INITIALIZED,21262,31-Oct-09
L2361,Distributors,INDIRECT,POS,SCRATCH_CARD,10631,31-Oct-09
L2361,Distributors,INDIRECT,POS,LINES,10631,31-Oct-09
L2361,Distributors,INDIRECT,POS,NOT_INITIALIZED,16782,30-Nov-09
L2361,Distributors,INDIRECT,POS,SCRATCH_CARD,8391,30-Nov-09
L2361,Distributors,INDIRECT,POS,LINES,8391,30-Nov-09
L2365,Distributors,INDIRECT,POS,LINES,764,30-Sep-09
L2365,Distributors,INDIRECT,POS,NOT_INITIALIZED,1528,30-Sep-09
L2365,Distributors,INDIRECT,POS,SCRATCH_CARD,764,30-Sep-09
L2365,Distributors,INDIRECT,POS,LINES,4555,31-Oct-09
L2365,Distributors,INDIRECT,POS,NOT_INITIALIZED,9110,31-Oct-09
L2365,Distributors,INDIRECT,POS,SCRATCH_CARD,4555,31-Oct-09
L2365,Distributors,INDIRECT,POS,NOT_INITIALIZED,5440,30-Nov-09
L2365,Distributors,INDIRECT,POS,LINES,2720,30-Nov-09
L2365,Distributors,INDIRECT,POS,SCRATCH_CARD,2720,30-Nov-09
