Emp Id,Channel Name,Mode of Sales,Line of Business,KPI Metric,KPI Metric Value,Transaction Date 
252,Distributors,INDIRECT,POS,LINES,2646,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,NOT_INITIALIZED,5740,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,NOT_INITIALIZED,5292,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,LINES,1378,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,SCRATCH_CARD,1378,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,NOT_INITIALIZED,2756,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,LINES,978,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,SCRATCH_CARD,978,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,NOT_INITIALIZED,1956,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,LINES,743,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,SCRATCH_CARD,743,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,NOT_INITIALIZED,1486,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,LINES,1351,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,SCRATCH_CARD,1351,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,NOT_INITIALIZED,2702,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,LINES,764,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,SCRATCH_CARD,764,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,NOT_INITIALIZED,1528,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,LINES,3556,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,SCRATCH_CARD,3556,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,NOT_INITIALIZED,7112,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,LINES,2732,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,SCRATCH_CARD,2732,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,NOT_INITIALIZED,5464,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,LINES,2318,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,SCRATCH_CARD,2318,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,NOT_INITIALIZED,4636,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,LINES,2379,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,SCRATCH_CARD,2379,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,NOT_INITIALIZED,4758,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,LINES,2811,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,SCRATCH_CARD,2811,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,NOT_INITIALIZED,5622,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,LINES,2870,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,SCRATCH_CARD,2870,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,SCRATCH_CARD,2646,2009-06-30 00:00:00.0
252,Distributors,INDIRECT,POS,SCRATCH_CARD,8264,2009-07-31 00:00:00.0
252,Distributors,INDIRECT,POS,NOT_INITIALIZED,16528,2009-07-31 00:00:00.0
252,Distributors,INDIRECT,POS,LINES,3638,2009-07-31 00:00:00.0
252,Distributors,INDIRECT,POS,SCRATCH_CARD,3638,2009-07-31 00:00:00.0
252,Distributors,INDIRECT,POS,NOT_INITIALIZED,7276,2009-07-31 00:00:00.0
252,Distributors,INDIRECT,POS,LINES,2909,2009-07-31 00:00:00.0
252,Distributors,INDIRECT,POS,SCRATCH_CARD,2909,2009-07-31 00:00:00.0
252,Distributors,INDIRECT,POS,NOT_INITIALIZED,5818,2009-07-31 00:00:00.0
252,Distributors,INDIRECT,POS,LINES,5017,2009-07-31 00:00:00.0
252,Distributors,INDIRECT,POS,SCRATCH_CARD,5017,2009-07-31 00:00:00.0
252,Distributors,INDIRECT,POS,NOT_INITIALIZED,10034,2009-07-31 00:00:00.0
252,Distributors,INDIRECT,POS,LINES,3380,2009-07-31 00:00:00.0
252,Distributors,INDIRECT,POS,SCRATCH_CARD,3380,2009-07-31 00:00:00.0
252,Distributors,INDIRECT,POS,NOT_INITIALIZED,6760,2009-07-31 00:00:00.0
252,Distributors,INDIRECT,POS,LINES,4555,2009-07-31 00:00:00.0
252,Distributors,INDIRECT,POS,SCRATCH_CARD,4555,2009-07-31 00:00:00.0
252,Distributors,INDIRECT,POS,NOT_INITIALIZED,9110,2009-07-31 00:00:00.0
